event	type	value	time
0	key	1!	69816.381754
775	removal	4	422.771541
776	T	1	423.021796
0	key	2@	69817.197756
777	removal	1	423.621878
778	T	4	423.872542
0	key	1!	69818.085752
779	removal	4	424.472714
780	T	3	424.722638
0	key	0)	69818.877757
781	removal	3	425.322625
782	T	2	425.572499
0	key	9(	69819.693754
783	removal	2	426.172116
784	rest	+	426.422247
785	cue	R	438.424685
786	R	4	440.424912
787	removal	4	441.024360
0	key	0)	69834.837762
788	R	3	441.275227
0	key	9(	69835.397755
789	removal	3	441.875018
790	R	2	442.125130
0	key	2@	69836.301724
791	removal	2	442.725043
792	R	1	442.975793
0	key	1!	69837.093755
793	removal	1	443.575043
794	R	3	443.825046
0	key	9(	69837.989753
795	removal	3	444.425257
796	R	4	444.675247
0	key	0)	69838.749756
797	removal	4	445.275278
798	R	1	445.525437
0	key	1!	69839.613754
799	removal	1	446.125236
800	R	2	446.375684
0	key	2@	69840.485755
801	removal	2	446.975172
802	R	1	447.225324
0	key	1!	69841.309754
803	removal	1	447.825608
804	R	4	448.076303
0	key	0)	69842.149752
805	removal	4	448.676165
806	R	3	448.926464
0	key	9(	69843.029754
807	removal	3	449.525838
808	R	2	449.776337
0	key	2@	69843.941750
809	removal	2	450.376371
810	R	3	450.625946
0	key	9(	69844.781756
811	removal	3	451.226600
812	R	2	451.476345
0	key	2@	69845.637760
813	removal	2	452.076336
814	R	1	452.326373
0	key	1!	69846.397724
815	removal	1	452.926590
816	R	4	453.176393
0	key	0)	69847.237755
817	removal	4	453.776409
818	R	2	454.027368
0	key	2@	69848.125760
819	removal	2	454.627531
820	R	3	454.876369
0	key	9(	69848.941761
821	removal	3	455.477360
822	R	1	455.726732
0	key	1!	69849.813760
823	removal	1	456.327576
824	R	4	456.576683
0	key	0)	69850.653725
825	removal	4	457.177814
826	R	3	457.427067
0	key	9(	69851.493755
827	removal	3	458.027735
828	R	4	458.277437
0	key	0)	69852.461754
829	removal	4	458.877576
830	R	1	459.127921
0	key	1!	69853.237756
831	removal	1	459.727230
832	R	2	459.977191
0	key	2@	69854.069756
833	removal	2	460.578305
834	rest	+	460.828135
