event	type	value	time
776	T	1	423.025482
0	key	2@	67837.791559
777	removal	1	423.625484
778	T	4	423.875610
0	key	1!	67838.607557
779	removal	4	424.476796
780	T	3	424.725913
0	key	0)	67839.431558
781	removal	3	425.326539
782	T	2	425.576267
0	key	9(	67840.375548
783	removal	2	426.175787
784	rest	+	426.426519
785	cue	R	438.428932
786	R	4	440.428567
787	removal	4	441.029134
0	key	0)	67855.247701
788	R	3	441.278446
0	key	9(	67855.991548
789	removal	3	441.878611
790	R	2	442.129146
0	key	2@	67856.847496
791	removal	2	442.728537
792	R	1	442.978806
0	key	1!	67857.583555
793	removal	1	443.579575
794	R	3	443.828565
0	key	9(	67858.487521
795	removal	3	444.429149
796	R	4	444.679245
0	key	0)	67859.303549
797	removal	4	445.279247
798	R	1	445.529016
0	key	1!	67860.207550
799	removal	1	446.129103
800	R	2	446.379400
0	key	2@	67861.079549
801	removal	2	446.979836
802	R	1	447.229773
0	key	1!	67861.959549
803	removal	1	447.812872
804	R	4	448.079654
0	key	0)	67862.695518
805	removal	4	448.679781
806	R	3	448.912923
0	key	9(	67863.527552
807	removal	3	449.512816
808	R	2	449.762904
0	key	2@	67864.351548
809	removal	2	450.362900
810	R	3	450.612950
0	key	9(	67865.271549
811	removal	3	451.212884
812	R	2	451.462859
0	key	2@	67866.135549
813	removal	2	452.062937
814	R	1	452.312847
0	key	1!	67866.975545
815	removal	1	452.912835
816	R	4	453.162901
0	key	0)	67867.799547
817	removal	4	453.763498
818	R	2	454.012956
0	key	2@	67868.623550
819	removal	2	454.614583
820	R	3	454.863509
0	key	9(	67869.439556
821	removal	3	455.464672
822	R	1	455.713877
0	key	1!	67870.343502
823	removal	1	456.314819
824	R	4	456.564757
0	key	0)	67871.175548
825	removal	4	457.164710
826	R	3	457.414973
0	key	9(	67872.095528
827	removal	3	458.015044
828	R	4	458.265184
0	key	0)	67872.951549
829	removal	4	458.864894
830	R	1	459.114969
0	key	1!	67873.799548
831	removal	1	459.715027
832	R	2	459.965089
0	key	2@	67874.647549
833	removal	2	460.564898
834	rest	+	460.814496
